Customer_ID,Customer_Name,Customer_Segment,Maritial_Status,Gender,DOB,Country,Region,State_Province,City,Postal_Code
2273,Doctor. Debra Block,Corporate,Single,Male,05-02-1990,United States Of America,Central,Texas,Harlingen,78550
2433,Professor Debra P May,Consumer,Single,Male,06-02-1990,U.S,Central,Oklahoma,Moore,73160
1338,Prof. Denise McIntosh,Home Office,Single,Male,09-02-1990,U.S,Central,Illinois,Chicago,60623
1109,Doctor. Dennis Welch,Consumer,Single,Male,09-12-1989,USA,Central,Texas,Laredo,78041
1793,Doctor. Derek Jernigan,Home Office,Single,Male,10-12-1989,U.S,Central,Illinois,Galesburg,61401
1935,Prof. Diana Coble Hubbard,Home Office,Single,Male,05-02-1992,U.S.A,Central,Texas,Grand Prairie,75051
234,Mr. Don Cameron,Small Business,Single,Male,05-02-1992,U.S,Central,Iowa,Newton,50208
1492,Prof. Don Beard,Corporate,Single,Male,07-02-1992,U.S,Central,Missouri,Ozark,65721
596,Prof. Doris Fitzpatrick,Consumer,Single,Male,07-12-1990,USA,Central,Indiana,Carmel,46032
2426,Professor Dorothy Holt,Small Business,Single,Male,07-12-1990,U.S.A,Central,Texas,Irving,75061
1108,Prof. Dwight Bishop,Small Business,Single,Male,05-02-1991,U.S.A,Central,Texas,Lancaster,75146
2861,Professor Dwight Robinson,Corporate,Widowed,Male,07-02-1991,U.S.A,Central,Kansas,Hays,67601
94,Mister. Eddie House Mueller,Home Office,Single,Male,05-02-1991,US,Central,Illinois,Chicago,60601
94,Mister. Eddie House Mueller,Home Office,Single,Male,05-02-1991,US,Central,Illinois,Chicago,60601
2203,Professor Eddie Walker,Home Office,Single,Male,05-02-1993,USA,Central,Minnesota,Brooklyn Park,55445
483,Mr Edgar McKenzie,Corporate,Single,Male,05-02-1993,USA,Central,Illinois,Oswego,60543
3036,Doctor. Edith Reynolds,Home Office,Married,Male,05-02-1995,USA,Central,North Dakota,Mandan,58554
550,Mrs. Edna Monroe Talley,Corporate,Single,Male,05-02-1992,U.S.A,Central,Texas,Seguin,78155
1561,Doctor. Edwin Coley,Corporate,Single,Male,07-12-1989,U.S,Central,Texas,Mansfield,76063
1212,Professor Eileen Fletcher,Corporate,Single,Male,05-02-1990,USA,Central,Indiana,Gary,46404
2046,Professor Eileen Schwartz,Corporate,Single,Male,05-02-1994,USA,Central,Kansas,Liberal,67901
2958,Doctor. Ellen Sparks,Corporate,Married,Male,05-02-1991,U.S,Central,Wisconsin,Neenah,54956
2944,Doctor. Elsie Lane,Corporate,Married,Male,05-02-1990,U.S.A,Central,Michigan,Midland,48640
392,Mrs. Erica R Fuller,Corporate,Single,Male,07-12-1993,USA,Central,Missouri,Clayton,63105
1068,Doctor. Erik Barr,Home Office,Single,Male,05-02-1990,US,Central,Illinois,Calumet City,60409
2920,Prof. Ernest Peele,Home Office,Married,Male,05-02-1990,U.S,Central,Illinois,Chicago,60603
2587,Prof. Eugene H Walsh,Home Office,Single,Male,07-12-1989,USA,Central,Wisconsin,Manitowoc,54220
592,Doctor. Eva Silverman,Small Business,Single,Male,05-02-1990,US,Central,Illinois,Wilmette,60091
1237,Dr. Eva Simpson,Corporate,Single,Male,05-02-1994,U.S,Central,Texas,Carrollton,75007
2073,Prof. Evan Kelley,Consumer,Single,Male,07-12-1991,USA,Central,Michigan,Garden City,48135
1433,Dr. Frances Jackson,Corporate,Single,Male,05-02-1993,US,Central,Indiana,Jeffersonville,47130
2957,Prof. Francis I Davis,Corporate,Married,Male,05-02-1993,US,Central,Wisconsin,Milwaukee,53209
1938,Doctor. Franklin Spencer,Corporate,Single,Male,05-02-1991,USA,Central,Kansas,Emporia,66801
2976,Professor Fred Barber,Small Business,Married,Male,05-02-1992,USA,Central,Wisconsin,Oak Creek,53154
2499,Professor Geoffrey Koch,Corporate,Single,Male,07-12-1992,United States Of America,Central,Illinois,Kankakee,60901
191,Mister. Gerald Kearney,Corporate,Single,Male,05-02-1993,U.S,Central,Illinois,Aurora,60505
191,Mister. Gerald Kearney,Corporate,Single,Male,05-02-1993,U.S,Central,Illinois,Aurora,60505
2617,Dr. Gerald Crabtree,Corporate,Single,Male,05-02-1989,US,Central,South Dakota,Aberdeen,57401
2466,Doctor. Gilbert Godfrey,Corporate,Single,Male,05-02-1992,U.S.A,Central,Michigan,Sault Sainte Marie,49783
2290,Professor Glen Robertson,Corporate,Single,Male,05-02-1992,US,Central,Minnesota,Coon Rapids,55433
2339,Prof. Gordon Boswell,Home Office,Single,Male,05-02-1991,US,Central,Texas,Cloverleaf,77015
3125,Dr. Guy McDonald,Home Office,Married,Male,05-02-1993,U.S.A,Central,Illinois,Mount Prospect,60056
14,Mr. Gwendolyn F Tyson,Small Business,Single,Male,05-02-1992,USA,Central,Minnesota,Prior Lake,55372
14,Mr. Gwendolyn F Tyson,Small Business,Single,Male,05-02-1992,USA,Central,Minnesota,Prior Lake,55372
2912,Professor Hannah Carver,Home Office,Married,Male,05-02-1990,US,Central,North Dakota,Grand Forks,58201
2795,Dr. Harry Burns,Corporate,Single,Male,05-02-1993,U.S.A,Central,Iowa,Mason City,50401
1083,Doctor. Hazel Dale,Corporate,Single,Male,05-02-1991,United States Of America,Central,Illinois,Springfield,62701
1748,Doctor. Helen Simpson,Consumer,Single,Male,07-12-1988,USA,Central,Oklahoma,Enid,73703
1247,Prof. Henry O'Connell,Home Office,Single,Male,07-12-1993,USA,Central,Texas,Leander,78641
1298,Professor Herbert Beard,Home Office,Single,Male,05-02-1991,US,Central,Texas,Sulphur Springs,75482
792,Professor Holly Pate,Corporate,Single,Male,05-02-1990,U.S.A,Central,Oklahoma,Mustang,73064
619,Dr. Howard Rogers,Consumer,Single,Male,07-12-1991,US,Central,Michigan,Southgate,48195
1818,Professor Ian Hall,Consumer,Single,Male,05-02-1990,USA,Central,Michigan,Dearborn,48126
2117,Professor Jack Hatcher,Home Office,Single,Male,05-02-1992,U.S,Central,Texas,Greenville,75401
2265,Dr. James Davenport,Corporate,Single,Male,05-02-1993,U.S,Central,Missouri,Kansas City,64130
950,Dr. Jane Shah,Consumer,Single,Male,05-02-1992,USA,Central,Minnesota,Prior Lake,55372
373,Miss. Jeanne Werner,Small Business,Single,Male,05-02-1992,USA,Central,Michigan,Detroit,48234
1771,Prof. Jeff Spivey,Home Office,Single,Male,05-02-1990,U.S,Central,Illinois,Freeport,61032
767,Dr. Jeffrey Mueller,Corporate,Single,Male,05-02-1993,U.S,Central,Illinois,Rock Island,61201
3359,Doctor. Jeffrey Cheng,Home Office,Married,Male,05-02-1991,U.S.A,Central,Wisconsin,Wauwatosa,53213
896,Professor Jennifer Siegel,Corporate,Single,Male,05-02-1992,US,Central,Texas,Denton,76201
3191,Doctor. Jenny Hawkins,Corporate,Married,Male,05-02-1990,United States Of America,Central,Wisconsin,Stevens Point,54481
1213,Prof. Jeremy Pratt,Corporate,Single,Male,05-02-1994,United States Of America,Central,Indiana,Granger,46530
3141,Doctor. Jerome McIntosh,Consumer,Married,Male,05-02-1992,US,Central,Texas,Pasadena,77506
3344,Prof. Jim Hinson,Home Office,Married,Male,07-12-1991,U.S,Central,Michigan,Rochester Hills,48307
2282,Prof. Jimmy Waters,Home Office,Single,Male,05-02-1990,U.S.A,Central,Wisconsin,Fitchburg,53713
1107,Professor Joanna Keith,Small Business,Single,Female,05-02-1992,U.S,Central,Texas,Lake Jackson,77566
2187,Professor Joanne Spivey,Corporate,Single,Female,05-02-1990,United States Of America,Central,Missouri,Independence,64055
1369,Dr. Joe D Dean,Consumer,Single,Female,05-02-1993,U.S.A,Central,Texas,Mansfield,76063
389,Mr Joel Buckley,Corporate,Single,Female,07-12-1992,U.S.A,Central,Nebraska,Lincoln,68502
593,Dr. Joel Huffman,Small Business,Single,Female,05-02-1990,U.S,Central,Illinois,Woodridge,60517
1548,Prof. John Bray,Corporate,Single,Female,05-02-1991,US,Central,Indiana,Richmond,47374
2427,Prof. John Merritt,Corporate,Single,Female,05-02-1992,USA,Central,Texas,Keller,76248
696,Dr. Johnny Reid,Corporate,Single,Female,05-02-1991,U.S.A,Central,Indiana,Crown Point,46307
2139,Professor Jon Kendall,Corporate,Single,Female,05-02-1989,US,Central,Wisconsin,Watertown,53094
3211,Professor Jonathan Crabtree,Corporate,Married,Female,05-02-1992,U.S,Central,Illinois,Addison,60101
2951,Dr. Jordan Womble,Corporate,Married,Female,07-12-1989,USA,Central,Kansas,Hays,67601
3045,Prof. Jordan Beard,Small Business,Married,Female,05-02-1993,U.S,Central,Kansas,Leavenworth,66048
1511,Dr. Joseph Dawson,Corporate,Single,Female,05-02-1991,USA,Central,Indiana,Muncie,47302
1279,Doctor. Josephine Rao,Corporate,Single,Female,05-02-1993,USA,Central,Indiana,Hammond,46324
2127,Prof. Joyce Kern,Home Office,Single,Female,05-02-1989,U.S.A,Central,Michigan,Sterling Heights,48310
635,Professor Juan Justice,Corporate,Single,Female,05-02-1993,U.S,Central,Minnesota,Saint Paul,55106
2437,Prof. Judith Shepherd,Home Office,Single,Female,05-02-1992,U.S.A,Central,Wisconsin,Muskego,53150
445,Mrs. Judy Barrett,Small Business,Single,Female,05-02-1995,U.S,Central,Nebraska,Norfolk,68701
2398,Prof. Julian F Wolfe,Corporate,Single,Female,05-02-1992,United States Of America,Central,Illinois,Hanover Park,60103
1020,Professor Julie Porter,Small Business,Single,Female,05-02-1991,USA,Central,Kansas,Pittsburg,66762
1682,Professor Julie Edwards,Consumer,Single,Female,05-02-1998,U.S.A,Central,Illinois,Chicago,60611
1618,Professor June Roberts,Consumer,Single,Female,05-02-1994,USA,Central,Indiana,Highland,46322
129,Miss. Kara Allison,Small Business,Single,Female,05-02-1997,U.S.A,Central,Illinois,Alton,62002
129,Miss. Kara Allison,Small Business,Single,Female,05-02-1997,U.S.A,Central,Illinois,Alton,62002
1250,Doctor. Kara Patton,Corporate,Single,Female,05-02-1991,United States Of America,Central,Illinois,Carpentersville,60110
2330,Doctor. Kara Foster,Home Office,Single,Female,05-02-1998,U.S.A,Central,Iowa,Marion,52302
2563,Doctor. Karen Warren,Home Office,Single,Female,05-02-1995,US,Central,Minnesota,Fridley,55432
2555,Prof. Karl Knowles,Home Office,Single,Female,05-02-1998,United States Of America,Central,Wisconsin,Madison,53711
1826,Prof. Kate Peck,Corporate,Single,Female,05-02-1994,United States Of America,Central,Iowa,Bettendorf,52722
2893,Prof. Kathryn Tate,Consumer,Single,Female,05-02-1992,U.S.A,Central,Michigan,Madison Heights,48071
1505,Doctor. Kay Schultz,Small Business,Single,Female,05-02-1986,U.S.A,Central,Texas,College Station,77840
2070,Doctor. Kelly Collins,Corporate,Single,Female,05-02-1998,US,Central,Michigan,Eastpointe,48021
1432,Doctor. Kerry Green,Corporate,Single,Female,05-02-1996,United States Of America,Central,Indiana,Indianapolis,46203
2500,Prof. Kevin Smith,Small Business,Single,Female,07-12-1987,US,Central,Illinois,Lake In The Hills,60102
2999,Prof. Kim McCarthy,Consumer,Single,Female,05-02-1990,USA,Central,Michigan,Oak Park,48237
2430,Doctor. Kimberly Reilly,Home Office,Single,Female,05-02-1996,United States Of America,Central,Texas,Killeen,76541
1361,Prof. Kristina Collier,Consumer,Single,Female,05-02-1988,US,Central,Michigan,Allen Park,48101
3133,Prof. Kristine Singleton,Corporate,Single,Female,05-02-1995,United States Of America,Central,Illinois,Naperville,60540
1128,Professor Kurt O'Connor,Consumer,Single,Female,05-02-1996,US,Central,Texas,Edinburg,78539
1689,Dr. Larry Church,Corporate,Single,Female,05-02-1995,US,Central,Indiana,Highland,46322
2616,Doctor. Laurence Hull,Corporate,Single,Female,05-02-1990,United States Of America,Central,Michigan,Portage,49002
2202,Dr. Laurie Howe,Home Office,Single,Female,05-02-1998,U.S.A,Central,Minnesota,Brooklyn Center,55429
2107,Doctor. Leigh Burnette Hurley,Corporate,Single,Female,05-02-1996,United States Of America,Central,Illinois,Chicago,60601
2653,Dr. Leo Kane,Consumer,Single,Female,07-12-1986,United States Of America,Central,Kansas,Derby,67037
198,Mrs Leroy Blanchard,Small Business,Single,Female,05-02-1990,USA,Central,Michigan,Detroit,48138
2837,Doctor. Leslie Hawley,Home Office,Single,Female,05-02-1993,US,Central,Oklahoma,Tulsa,74133
2030,Dr. Lindsay O'Connell,Corporate,Single,Female,05-02-1990,U.S.A,Central,Texas,Greenville,75401
2432,Dr. Lindsay Tate,Consumer,Single,Female,05-02-1994,US,Central,Oklahoma,Midwest City,73110
2992,Professor Lindsay Webb,Home Office,Single,Female,05-02-1995,U.S.A,Central,Wisconsin,Sheboygan,53081
2380,Professor Lisa Branch,Small Business,Single,Female,05-02-1997,USA,Central,Michigan,Grand Rapids,49505
190,Mister. Lloyd Norris,Corporate,Single,Female,05-02-1997,US,Central,Illinois,Arlington Heights,60004
190,Mister. Lloyd Norris,Corporate,Single,Female,05-02-1997,US,Central,Illinois,Arlington Heights,60004
1005,Dr. Lloyd Dickson,Small Business,Single,Female,05-02-1989,U.S.A,Central,Illinois,Buffalo Grove,60089
2979,Prof. Lloyd Dolan,Corporate,Single,Female,05-02-1993,United States Of America,Central,North Dakota,Dickinson,58601
1986,Professor Lynda Rosenthal,Home Office,Single,Female,05-02-1990,United States Of America,Central,Texas,Midland,79701
2713,Prof. Lynda Banks,Corporate,Single,Female,07-12-1986,U.S,Central,Michigan,Kalamazoo,49001
1686,Doctor. Lynn O'Donnell,Corporate,Single,Female,07-12-1996,United States Of America,Central,Illinois,Elgin,60123
885,Doctor. Malcolm Robertson,Corporate,Single,Female,07-12-1990,USA,Central,Texas,Amarillo,79109
1138,Prof. Malcolm Floyd,Home Office,Single,Female,07-12-1988,US,Central,Texas,The Colony,75056
2072,Professor Malcolm S Lanier,Corporate,Single,Female,05-02-1995,U.S.A,Central,Michigan,Flint,48505
1357,Dr. Marguerite Yu,Home Office,Single,Female,05-02-1994,USA,Central,Texas,Weslaco,78596
2874,Dr. Marian Willis,Home Office,Single,Female,05-02-1994,US,Central,Nebraska,La Vista,68128
2061,Prof. Marianne Carey,Corporate,Single,Female,07-12-1986,United States Of America,Central,Nebraska,North Platte,69101
3179,Prof. Marie Pittman,Corporate,Single,Female,05-02-1995,USA,Central,Minnesota,Owatonna,55060
916,Doctor. Marion Wilcox,Corporate,Single,Female,05-02-1989,U.S.A,Central,Texas,Burleson,76028
1133,Dr. Marjorie Owens,Home Office,Single,Female,05-02-1992,USA,Central,Texas,Farmers Branch,75234
518,Mister. Mark Ritchie,Home Office,Single,Female,07-12-1992,United States Of America,Central,Missouri,Clayton,63105
1775,Doctor. Marlene Kirk,Consumer,Single,Female,05-02-1998,U.S.A,Central,Indiana,South Bend,46614
2274,Dr. Marlene Harrison,Corporate,Single,Female,07-12-1996,US,Central,Texas,Houston,77036
825,Doctor. Marvin Hunt,Home Office,Single,Female,05-02-1988,United States Of America,Central,Texas,Abilene,79605
2190,Prof. Marvin Patrick,Home Office,Single,Female,05-02-1992,US,Central,Michigan,Detroit,48227
2372,Doctor. Marvin Parrott,Corporate,Single,Female,05-02-1990,U.S,Central,Minnesota,Duluth,55803
3399,Doctor. Marvin Reid,Small Business,Single,Female,05-02-1993,U.S,Central,Illinois,Des Plaines,60016
2131,Doctor. Mary Hewitt,Home Office,Single,Female,07-12-1995,USA,Central,Missouri,Gladstone,64118
1894,Doctor. Maureen Herbert Hood,Consumer,Single,Female,05-02-1993,United States Of America,Central,Wisconsin,Appleton,54915
3146,Professor Maureen Stout,Corporate,Single,Female,05-02-1995,U.S.A,Central,Texas,Pharr,78577
97,Mrs. Max McKenna,Home Office,Single,Female,05-02-1990,U.S,Central,Kansas,Manhattan,66502
97,Mrs. Max McKenna,Home Office,Single,Female,05-02-1990,U.S,Central,Kansas,Manhattan,66502
202,Mr. Max Small,Corporate,Single,Female,05-02-1992,United States Of America,Central,Oklahoma,Bartlesville,74006
1106,Dr. Maxine Collier Grady,Consumer,Single,Female,07-12-1994,US,Central,Texas,Dallas,75220
2333,Dr. Megan Woods,Small Business,Single,Female,07-12-1995,USA,Central,Wisconsin,Green Bay,54302
1893,Prof. Melanie Burgess,Consumer,Single,Female,07-12-1997,USA,Central,Missouri,Webster Groves,63119
2448,Doctor. Melanie Morrow,Consumer,Single,Female,05-02-1987,USA,Central,Minnesota,Edina,55410
2151,Prof. Melinda Rogers,Corporate,Single,Female,05-02-1989,U.S,Central,Iowa,Dubuque,52001
721,Prof. Melvin Duke,Corporate,Single,Female,05-02-1996,United States Of America,Central,Indiana,Frankfort,46041
1132,Doctor. Michael Robbins,Corporate,Single,Female,05-02-1991,U.S.A,Central,Texas,Euless,76039
1482,Doctor. Michael Tanner,Corporate,Single,Female,07-12-1993,USA,Central,Michigan,Bay City,48708
233,Mr. Michele Bullard,Small Business,Single,Female,05-02-1998,US,Central,Illinois,Orland Park,60462
2379,Dr. Mildred Briggs,Small Business,Single,Female,05-02-1997,U.S.A,Central,Michigan,Garden City,48135
1777,Professor Miriam Greenberg,Corporate,Single,Female,07-12-1994,United States Of America,Central,Indiana,Valparaiso,46383
2281,Professor Monica Harvey,Home Office,Single,Female,05-02-1997,U.S,Central,Wisconsin,Eau Claire,54703
3230,Doctor. Monica Stuart,Small Business,Single,Female,05-02-1992,USA,Central,Wisconsin,Waukesha,53186
2283,Doctor. Nancy Holden,Home Office,Single,Female,05-02-1993,USA,Central,Wisconsin,Franklin,53132
2987,Doctor. Natalie Watts,Home Office,Single,Female,05-02-1996,US,Central,Iowa,West Des Moines,50265
3124,Doctor. Neil Barbee,Home Office,Single,Female,05-02-1998,U.S,Central,Illinois,Moline,61265
3143,Dr. Neil Song,Consumer,Single,Female,05-02-1990,U.S,Central,Texas,Pflugerville,78660
2423,Dr. Nicholas Wallace,Home Office,Single,Female,05-02-1986,U.S,Central,Texas,Hurst,76053
1533,Professor Nicole Reid,Corporate,Single,Female,05-02-1991,United States Of America,Central,Missouri,University City,63130
1648,Dr. Nina Bowles,Corporate,Single,Female,05-02-1993,U.S,Central,Illinois,Woodstock,60098
2204,Prof. Oscar Ford,Consumer,Single,Female,07-12-1989,United States Of America,Central,Minnesota,Burnsville,55337
3361,Professor Oscar Kenney,Home Office,Single,Female,05-02-1993,United States Of America,Central,Wisconsin,West Bend,53095
1743,Prof. Paige Jacobs,Consumer,Single,Female,05-02-1994,U.S.A,Central,Texas,Friendswood,77546
62,Mrs. Pam Gilbert,Corporate,Single,Female,05-02-1991,United States Of America,Central,Texas,Round Rock,78664
62,Mrs. Pam Gilbert,Corporate,Single,Female,05-02-1991,United States Of America,Central,Texas,Round Rock,78664
1069,Dr. Pam Bennett,Home Office,Single,Female,05-02-1989,U.S,Central,Illinois,Carbondale,62901
2305,Prof. Pat Kinney,Small Business,Single,Female,05-02-1989,U.S,Central,South Dakota,Watertown,57201
288,Mrs Patricia Cole Blair,Small Business,Single,Female,05-02-1991,US,Central,Kansas,Wichita,67212
1229,Doctor. Patrick Byrne,Small Business,Single,Female,05-02-1995,US,Central,Texas,Sulphur Springs,75482
1623,Prof. Patrick Adcock,Small Business,Single,Female,05-02-1994,United States Of America,Central,Indiana,Schererville,46375
1368,Doctor. Patsy Harmon,Consumer,Single,Female,05-02-1986,U.S,Central,Texas,Lufkin,75901
1281,Dr. Pauline Denton,Small Business,Single,Female,05-02-1996,United States Of America,Central,Indiana,Vincennes,47591
551,Professor Peggy Chan,Corporate,Single,Female,05-02-1986,USA,Central,Texas,Sherman,75090
3008,Professor Penny Rich,Home Office,Single,Female,05-02-1993,U.S,Central,Minnesota,Minnetonka Mills,55343
2132,Dr. Philip Hawkins,Home Office,Single,Female,05-02-1988,United States Of America,Central,Missouri,Hazelwood,63042
3000,Doctor. Priscilla Allen,Consumer,Single,Female,05-02-1995,United States Of America,Central,Michigan,Pontiac,48342
1765,Professor Ralph Woods Scott,Consumer,Single,Female,05-02-1990,US,Central,Missouri,Creve Coeur,63141
1127,Dr. Ray Grady,Consumer,Single,Female,05-02-1996,United States Of America,Central,Texas,Eagle Pass,78852
1778,Prof. Ray Oakley,Consumer,Single,Female,05-02-1998,US,Central,Indiana,West Lafayette,47906
1418,Dr. Rebecca Lindsey,Small Business,Single,Female,05-02-1989,U.S,Central,Indiana,Kokomo,46901
1692,Professor Rhonda Schroeder,Consumer,Single,Female,05-02-1989,U.S,Central,Kansas,Newton,67114
2472,Dr. Ricky Sanders,Home Office,Single,Female,05-02-1998,USA,Central,Illinois,Joliet,60432
1974,Doctor. Robert Brantley,Consumer,Single,Female,05-02-1990,U.S.A,Central,Michigan,Dearborn Heights,48127
2865,Doctor. Roberta Mitchell,Corporate,Single,Female,05-02-1997,United States Of America,Central,Texas,Paris,75460
